code,tournament,bid,seed,rWon,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate,trips,doubs,octas,quarters,semis,finals,elimsw,gotBid,facGotBid
Needham CJ,Valley,Octas,103,2,Needham,male,110.9,0,Iowa,Massachusetts,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Palo Alto Independent FZ,Valley,Octas,89,2,Palo Alto Independent,female,113.5,0,Iowa,California,2018,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Rosemount JS,Valley,Octas,130,0,Rosemount,male,113.8,0,Iowa,Minnesota,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Servite PA,Valley,Octas,56,3,Servite,male,113.6,0,Iowa,California,2018,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Strake Jesuit CP AN,Valley,Octas,113,2,Strake Jesuit CP,male,109.8,1,Iowa,Texas,2018,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Strake Jesuit CP MC,Valley,Octas,104,2,Strake Jesuit CP,male,110.9,1,Iowa,Texas,2018,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Walt Whitman CC,Valley,Octas,81,3,Walt Whitman,female,111.7,1,Iowa,Maryland,2018,0,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Walt Whitman IL,Valley,Octas,119,1,Walt Whitman,female,110.4,1,Iowa,Maryland,2018,0,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
West Des Moines Valley GH,Valley,Octas,49,4,West Des Moines Valley,male,112.1,1,Iowa,Iowa,2018,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
West Des Moines Valley HS,Valley,Octas,125,1,West Des Moines Valley,male,108.3,1,Iowa,Iowa,2018,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Apple Valley HD,Valley,Octas,47,4,Apple Valley,male,113.5,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Apple Valley JB,Valley,Octas,39,4,Apple Valley,male,114.4,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Apple Valley YS,Valley,Octas,127,1,Apple Valley,male,107.3,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington TC,Valley,Octas,98,2,Barrington,female,111.48,0,Iowa,Illinois,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bettendorf RN,Valley,Octas,116,1,Bettendorf,male,111.3,0,Iowa,Iowa,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bronx HS of Science AM,Valley,Octas,93,2,Bronx Science,male,112.5,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bronx HS of Science GM,Valley,Octas,64,3,Bronx Science,male,113.2,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Bronx HS of Science RR,Valley,Octas,48,4,Bronx Science,female,113.5,0,Iowa,New York,2017,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Cambridge Rindge and Latin OS,Valley,Octas,13,5,Cambridge Rindge and Latin,male,115.8,0,Iowa,Massachusetts,2017,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Collegiate DM,Valley,Octas,45,4,Collegiate,male,113.6,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Collegiate EW,Valley,Octas,42,4,Collegiate,male,114.24,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Crossroads NS,Valley,Octas,2,6,Crossroads,male,117.8,0,Iowa,California,2017,1,non-Powerhouse,outofstate,0,1,1,1,1,1,0,5,1,Bid
Del Mar KC,Valley,Octas,97,2,Del Mar,female,111.5,0,Iowa,California,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Dowling Catholic JO,Valley,Octas,57,3,Dowling Catholic,female,113.6,0,Iowa,Iowa,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Evanston GH,Valley,Octas,76,3,Evanston,male,112.4,0,Iowa,Illinois,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Evanston HS,Valley,Octas,72,3,Evanston,male,112.6,0,Iowa,Illinois,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Fenwick IC,Valley,Octas,83,3,Fenwick,male,111.4,0,Iowa,Illinois,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Harrison RP,Valley,Octas,43,4,Harrison,male,114.1,0,Iowa,New York,2017,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Hunter College AK,Valley,Octas,22,4,Hunter College,female,116.1,0,Iowa,New York,2017,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Hunter College NP,Valley,Octas,5,5,Hunter College,female,117.2,0,Iowa,New York,2017,0,non-Powerhouse,outofstate,0,1,1,1,1,1,1,6,1,Bid
Lake Highland Prep KP,Valley,Octas,35,4,Lake Highland Prep,female,114.7,1,Iowa,Florida,2017,0,Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Lake Highland Prep SS,Valley,Octas,62,3,Lake Highland Prep,female,113.3,1,Iowa,Florida,2017,0,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lincoln East FC,Valley,Octas,59,3,Lincoln East,male,113.4,0,Iowa,Nebraska,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Millard North GB,Valley,Octas,4,5,Millard North,male,117.4,0,Iowa,Nebraska,2017,1,non-Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Millard North PK,Valley,Octas,28,4,Millard North,female,115.62,0,Iowa,Nebraska,2017,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Millard North QR,Valley,Octas,121,1,Millard North,female,109.3,0,Iowa,Nebraska,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Millard North RE,Valley,Octas,118,1,Millard North,male,110.5,0,Iowa,Nebraska,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Millard West CG,Valley,Octas,129,1,Millard West,female,105.9,0,Iowa,Nebraska,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Millburn CS,Valley,Octas,38,4,Millburn,male,114.6,0,Iowa,New Jersey,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Needham EL,Valley,Octas,96,2,Needham,female,111.6,0,Iowa,Massachusetts,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
North Atlanta AM,Valley,Octas,86,2,North Atlanta,male,114.4,0,Iowa,Georgia,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Oakwood JW,Valley,Octas,16,5,Oakwood,male,115.7,0,Iowa,California,2017,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Oxbridge Academy of the Palm Beaches AW,Valley,Octas,61,3,Oxbridge Academy of the Palm Beaches,male,113.4,0,Iowa,Florida,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Palo Alto Independent CF,Valley,Octas,126,1,Palo Alto Independent,male,107.9,0,Iowa,California,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Rosemount WL,Valley,Octas,55,3,Rosemount,male,113.7,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
St Thomas NW,Valley,Octas,115,1,St Thomas,male,111.7,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
St Thomas SK,Valley,Octas,117,1,St Thomas,female,110.7,0,Iowa,Minnesota,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
St. Louis Park DA,Valley,Octas,46,4,St. Louis Park,male,113.6,0,Iowa,Minnesota,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP AS,Valley,Octas,44,4,Strake Jesuit CP,male,114.1,1,Iowa,Texas,2017,1,Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP GN,Valley,Octas,80,3,Strake Jesuit CP,male,111.7,1,Iowa,Texas,2017,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Strake Jesuit CP ML,Valley,Octas,90,2,Strake Jesuit CP,male,113.4,1,Iowa,Texas,2017,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Strake Jesuit CP RC,Valley,Octas,15,5,Strake Jesuit CP,male,115.8,1,Iowa,Texas,2017,1,Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
West Des Moines Valley AZ,Valley,Octas,114,2,West Des Moines Valley,female,109.7,1,Iowa,Iowa,2017,0,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Westwood SM,Valley,Octas,95,2,Westwood,male,111.8,0,Iowa,Texas,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Apple Valley CH,Valley,Octas,50,3,Apple Valley,female,114.8,0,Iowa,Minnesota,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Apple Valley PH,Valley,Octas,24,4,Apple Valley,male,115.8,0,Iowa,Minnesota,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Apple Valley SO,Valley,Octas,58,3,Apple Valley,female,113.5,0,Iowa,Minnesota,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington ER,Valley,Octas,105,2,Barrington,male,110.84,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington HS,Valley,Octas,73,3,Barrington,male,112.6,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington JH,Valley,Octas,69,3,Barrington,male,112.8,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington SN,Valley,Octas,41,4,Barrington,female,114.3,0,Iowa,Illinois,2016,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Barrington VA,Valley,Octas,17,5,Barrington,male,114.5,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Bronx HS of Science OK,Valley,Octas,25,4,Bronx Science,male,115.8,0,Iowa,New York,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Cambridge Rindge and Latin PO,Valley,Octas,34,4,Cambridge Rindge and Latin,female,114.8,0,Iowa,Massachusetts,2016,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Del Mar AS,Valley,Octas,91,2,Del Mar,male,113.2,0,Iowa,California,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Del Mar NK,Valley,Octas,71,3,Del Mar,female,112.7,0,Iowa,California,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Dowling Catholic DK,Valley,Octas,111,2,Dowling Catholic,male,110.4,0,Iowa,Iowa,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
duPont Manual XH,Valley,Octas,21,4,duPont Manual,male,116.4,0,Iowa,Kentucky,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Episcopal AB,Valley,Octas,78,3,Episcopal,male,111.9,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Fenwick TS,Valley,Octas,31,4,Fenwick,male,115.1,0,Iowa,Illinois,2016,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Harrison KK,Valley,Octas,14,5,Harrison,female,115.8,0,Iowa,New York,2016,0,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Houston Memorial PK,Valley,Octas,40,4,Houston Memorial,male,114.3,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Immaculate Heart LM,Valley,Octas,7,5,Immaculate Heart,female,116.8,0,Iowa,California,2016,0,non-Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Interlake AL,Valley,Octas,27,4,Interlake,female,115.7,0,Iowa,Washington,2016,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Lake Highland Prep MC,Valley,Octas,30,4,Lake Highland Prep,male,115.4,1,Iowa,Florida,2016,1,Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Lake Highland Prep NK,Valley,Octas,1,6,Lake Highland Prep,male,118.6,1,Iowa,Florida,2016,1,Powerhouse,outofstate,0,1,1,1,1,0,-1,3,1,Bid
Lake Highland Prep OT,Valley,Octas,74,3,Lake Highland Prep,female,112.6,1,Iowa,Florida,2016,0,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep SP,Valley,Octas,9,5,Lake Highland Prep,female,116.5,1,Iowa,Florida,2016,0,Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Law Magnet CL,Valley,Octas,109,2,Law Magnet,female,110.56,0,Iowa,Texas,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Law Magnet DD,Valley,Octas,8,5,Law Magnet,male,116.8,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Law Magnet DR,Valley,Octas,84,3,Law Magnet,male,111.2,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Law Magnet JM,Valley,Octas,87,2,Law Magnet,male,113.8,0,Iowa,Texas,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lexington AS,Valley,Octas,11,5,Lexington,male,116.2,0,Iowa,Massachusetts,2016,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Lincoln JO,Valley,Octas,108,2,Lincoln,male,110.6,0,Iowa,Iowa,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Loyola JO,Valley,Octas,32,4,Loyola,male,114.9,1,Iowa,California,2016,1,Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Millburn WH,Valley,Octas,23,4,Millburn,male,115.9,0,Iowa,New Jersey,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
NSU University JR,Valley,Octas,10,5,NSU University,male,116.4,0,Iowa,Florida,2016,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
NSU University KC,Valley,Octas,37,4,NSU University,female,114.6,0,Iowa,Florida,2016,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Oxbridge Academy of the Palm Beaches NV,Valley,Octas,3,6,Oxbridge Academy of the Palm Beaches,male,116.2,0,Iowa,Florida,2016,1,non-Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
St Thomas AS,Valley,Octas,70,3,St Thomas,female,112.7,0,Iowa,Minnesota,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
St Thomas EM,Valley,Octas,124,1,St Thomas,female,108.9,0,Iowa,Minnesota,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
St Thomas NB,Valley,Octas,101,2,St Thomas,male,111.4,0,Iowa,Minnesota,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Strake Jesuit CP KF,Valley,Octas,18,5,Strake Jesuit CP,male,114.5,1,Iowa,Texas,2016,1,Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Strake Jesuit CP RB,Valley,Octas,36,4,Strake Jesuit CP,male,114.7,1,Iowa,Texas,2016,1,Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Strake Jesuit CP SM,Valley,Octas,6,5,Strake Jesuit CP,male,117,1,Iowa,Texas,2016,1,Powerhouse,outofstate,0,1,1,1,1,0,-1,3,1,Bid
Upper Arlington HW,Valley,Octas,33,4,Upper Arlington,male,114.9,0,Iowa,Ohio,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Walt Whitman LK,Valley,Octas,12,5,Walt Whitman,female,116,1,Iowa,Maryland,2016,0,Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
T Jefferson JG,Wake Forest,Finals,9,4,Thomas Jefferson HSST,male,116.5,0,North Carolina,NA,NA,1,non-Powerhouse,NA,NA,NA,1,1,0,-1,-1,0,0,NoBid
T Jefferson KV,Wake Forest,Finals,19,4,Thomas Jefferson HSST,male,111.5,0,North Carolina,NA,NA,1,non-Powerhouse,NA,NA,NA,1,1,0,-1,-1,0,0,NoBid
TJefferson AC,Wake Forest,Finals,36,3,Thomas Jefferson HSST,male,110.5,0,North Carolina,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
TJefferson SKo,Wake Forest,Finals,17,4,Thomas Jefferson HSST,male,112.5,0,North Carolina,NA,NA,1,non-Powerhouse,NA,NA,NA,0,-1,-1,-1,-1,-4,0,NoBid
TJefferson VTa,Wake Forest,Finals,55,1,Thomas Jefferson HSST,male,109.1,0,North Carolina,NA,NA,1,non-Powerhouse,NA,NA,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Dallastown Area OM,Wake Forest,Finals,28,3,Dallastown Area,female,112.5,0,North Carolina,Pennsylvania,2019,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Boca Raton Community OL,Wake Forest,Finals,54,1,Boca Raton Community,male,109.6,0,North Carolina,Florida,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Gilmour SW,Wake Forest,Finals,8,4,Gilmour,male,116.5,0,North Carolina,Ohio,2018,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
McDowell DS,Wake Forest,Finals,37,3,McDowell,male,110.4,0,North Carolina,Pennsylvania,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
University IP,Wake Forest,Finals,35,3,University,male,110.5,0,North Carolina,Ohio,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
University RMc,Wake Forest,Finals,47,2,University,male,110.8,0,North Carolina,Ohio,2018,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Asheville CD,Wake Forest,Finals,40,2,Asheville,female,112.8,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Asheville LB,Wake Forest,Finals,41,2,Asheville,female,112.2,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Cary ES,Wake Forest,Finals,14,4,Cary,female,115,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,0,-1,-1,-1,-1,-4,0,NoBid
Cary GJ,Wake Forest,Finals,5,5,Cary,female,115.5,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Hendrick Hudson MG,Wake Forest,Finals,16,4,Hendrick Hudson,male,113.5,0,North Carolina,New York,2017,1,non-Powerhouse,outofstate,0,NA,1,1,1,0,-1,2,0,NoBid
Henry W. Grady GB,Wake Forest,Finals,44,2,Henry W. Grady,female,112,0,North Carolina,Georgia,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola Blakefield CG,Wake Forest,Finals,48,2,Loyola Blakefield,male,108.5,0,North Carolina,Maryland,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola Blakefield JT,Wake Forest,Finals,52,1,Loyola Blakefield,male,112.5,0,North Carolina,Maryland,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Marriotts Ridge DK,Wake Forest,Finals,43,2,Marriotts Ridge,female,112,0,North Carolina,Maryland,2017,0,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Marriotts Ridge QC,Wake Forest,Finals,10,4,Marriotts Ridge,female,116.5,0,North Carolina,Maryland,2017,0,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Marriotts Ridge YL,Wake Forest,Finals,1,6,Marriotts Ridge,male,116.5,0,North Carolina,Maryland,2017,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Myers Park SP,Wake Forest,Finals,46,2,Myers Park,male,111,0,North Carolina,North Carolina,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
North Carolina School of Science and Math CY,Wake Forest,Finals,20,4,North Carolina School of Science and Math,male,110,0,North Carolina,North Carolina,2017,1,non-Powerhouse,instate,1,NA,1,1,0,-1,-1,0,0,NoBid
North Carolina School of Science and Math LY,Wake Forest,Finals,22,3,North Carolina School of Science and Math,female,114,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
North Carolina School of Science and Math SW,Wake Forest,Finals,31,3,North Carolina School of Science and Math,female,112,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Pinecrest CO,Wake Forest,Finals,15,4,Pinecrest,female,113.7,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Pinecrest LW,Wake Forest,Finals,57,0,Pinecrest,male,107,0,North Carolina,North Carolina,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Pinecrest MW,Wake Forest,Finals,38,3,Pinecrest,male,106,0,North Carolina,North Carolina,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Providence SK,Wake Forest,Finals,33,3,Providence,female,111,0,North Carolina,North Carolina,2017,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
St James DK,Wake Forest,Finals,56,1,St James,male,106,0,North Carolina,Alabama,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
University AG,Wake Forest,Finals,26,3,University,male,113,0,North Carolina,Ohio,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
University KL,Wake Forest,Finals,23,3,University,male,114,0,North Carolina,Ohio,2017,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
William G. Enloe VI,Wake Forest,Finals,49,2,William G. Enloe,male,107.5,0,North Carolina,North Carolina,2017,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Ardrey Kell GD,Wake Forest,Finals,6,5,Ardrey Kell,female,113,0,North Carolina,North Carolina,2016,0,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Boca Raton Community BF,Wake Forest,Finals,18,4,Boca Raton Community,male,112,0,North Carolina,Florida,2016,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Cary HJ,Wake Forest,Finals,45,2,Cary,female,111.5,0,North Carolina,North Carolina,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Cary KM,Wake Forest,Finals,3,5,Cary,male,116,0,North Carolina,North Carolina,2016,1,non-Powerhouse,instate,1,NA,1,0,-1,-1,-1,-2,0,NoBid
Cary PM,Wake Forest,Finals,53,1,Cary,male,111,0,North Carolina,North Carolina,2016,1,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Charlotte Catholic MM,Wake Forest,Finals,58,0,Charlotte Catholic,female,106,0,North Carolina,North Carolina,2016,0,non-Powerhouse,instate,1,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Dallastown Area ND,Wake Forest,Finals,34,3,Dallastown Area,male,110.6,0,North Carolina,Pennsylvania,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Henry Clay EA,Wake Forest,Finals,32,3,Henry Clay,male,111.3,0,North Carolina,Kentucky,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Henry W. Grady CD,Wake Forest,Finals,2,6,Henry W. Grady,male,116,0,North Carolina,Georgia,2016,1,non-Powerhouse,outofstate,0,NA,1,1,1,1,1,5,1,Bid
Henry W. Grady WT,Wake Forest,Finals,4,5,Henry W. Grady,male,115.5,0,North Carolina,Georgia,2016,1,non-Powerhouse,outofstate,0,NA,1,0,-1,-1,-1,-2,0,NoBid
Lovett JB,Wake Forest,Finals,50,2,Lovett,male,106.5,0,North Carolina,Georgia,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Lovett JM,Wake Forest,Finals,30,3,Lovett,male,112.2,0,North Carolina,Georgia,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola Blakefield AB,Wake Forest,Finals,13,4,Loyola Blakefield,male,115.5,0,North Carolina,Maryland,2016,1,non-Powerhouse,outofstate,0,NA,0,-1,-1,-1,-1,-4,0,NoBid
Loyola Blakefield JH,Wake Forest,Finals,27,3,Loyola Blakefield,male,112.9,0,North Carolina,Maryland,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
Loyola Blakefield JM,Wake Forest,Finals,29,3,Loyola Blakefield,male,112.5,0,North Carolina,Maryland,2016,1,non-Powerhouse,outofstate,0,NA,-1,-1,-1,-1,-1,-5,0,NoBid
